"id_doorvaart";"regel";"naam";"muntsoort1";"bedrag1";"muntsoort2";"bedrag2";"muntsoort3";"bedrag3";"korting";"hulp"
"1030785";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030857";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030862";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030870";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030879";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030884";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030888";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030897";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030901";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030908";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030913";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030918";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030924";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030931";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030937";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030945";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030980";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030984";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030985";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030992";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1030995";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031005";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031011";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031011";"2";"Ucertif. Skib";"Rosenobel";"1";"Daler";"1/2";"";"";"N";""
"1031033";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031078";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031078";"2";"Tønde og Havnepenge";"Daler";"1";"";"";"";"";"N";""
"1031078";"3";"Ucertif. Skib";"Rosenobel";"1";"Daler";"1/2";"";"";"N";""
"1031089";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031105";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031119";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031144";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1031199";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1031199";"2";"Ucertif. Skib og Ladning";"Rosenobel";"2";"Daler";"1";"";"";"N";""
"1031214";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031219";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031228";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031237";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1031245";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1031324";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1031324";"2";"Ucertif. Skib og Ladning";"Rosenobel";"2";"Daler";"1";"";"";"N";""
"1031325";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031372";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031377";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031384";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031388";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031391";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031395";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031396";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031403";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031408";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031414";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031423";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1031427";"1";"Fyrpenge";"Daler";"2";"";"";"";"";"N";""
"1031439";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1031441";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1031465";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1031466";"1";"Fyrpenge";"Daler";"4";"";"";"";"";"N";""
"1031466";"2";"Tønde og Havnepenge";"Daler";"1";"";"";"";"";"N";""
